82,2,1327.94,144.39,228.82,458.97,0.84,-1,-1,-1
82,3,1230.31,122.42,163.73,395.68,0.86,-1,-1,-1
83,1,1184.92,256.80,357.35,621.74,0.90,-1,-1,-1
83,2,1330.78,144.66,233.52,463.89,0.77,-1,-1,-1
83,3,1231.81,116.82,168.35,404.11,0.81,-1,-1,-1
84,1,1156.03,254.19,364.24,624.62,0.91,-1,-1,-1
84,2,1345.06,152.34,218.90,428.44,0.75,-1,-1,-1
84,3,1232.65,115.85,170.55,405.55,0.84,-1,-1,-1
85,1,1129.73,244.38,375.21,634.58,0.90,-1,-1,-1
85,2,1362.33,154.93,214.23,418.31,0.72,-1,-1,-1
85,3,1237.09,117.40,170.08,402.13,0.82,-1,-1,-1
86,1,1110.27,246.84,377.21,629.58,0.90,-1,-1,-1
86,2,1362.36,158.04,222.04,433.36,0.74,-1,-1,-1
86,3,1242.94,120.07,169.66,398.77,0.83,-1,-1,-1
87,1,1098.03,252.25,377.10,623.56,0.88,-1,-1,-1
87,2,1359.27,158.85,234.31,458.95,0.81,-1,-1,-1
87,3,1246.91,122.33,169.32,394.20,0.81,-1,-1,-1
88,1,1087.28,252.39,382.27,628.85,0.87,-1,-1,-1
88,2,1344.73,162.26,241.25,471.22,0.80,-1,-1,-1
88,3,1250.54,125.01,170.64,393.63,0.83,-1,-1,-1
89,1,1082.14,249.21,386.26,634.66,0.88,-1,-1,-1
89,2,1350.36,170.16,239.19,469.29,0.86,-1,-1,-1
89,3,1248.61,126.95,179.83,413.15,0.80,-1,-1,-1
90,1,1071.62,241.58,390.69,646.82,0.88,-1,-1,-1
90,2,1358.24,174.17,235.90,465.30,0.87,-1,-1,-1
90,3,1260.40,130.90,178.93,411.64,0.78,-1,-1,-1
91,1,1061.55,234.93,392.57,657.52,0.87,-1,-1,-1
91,2,1365.29,174.72,235.54,467.73,0.87,-1,-1,-1
91,3,1268.99,133.28,172.67,397.81,0.80,-1,-1,-1
92,1,1058.31,234.17,387.15,655.73,0.87,-1,-1,-1
92,2,1370.82,172.81,237.50,475.85,0.86,-1,-1,-1
92,3,1266.88,131.90,178.30,412.52,0.76,-1,-1,-1
93,1,1056.64,232.64,382.23,656.25,0.87,-1,-1,-1
93,2,1375.01,173.02,237.20,478.40,0.87,-1,-1,-1
93,3,1268.95,133.92,175.71,405.17,0.75,-1,-1,-1
94,1,1055.98,229.35,376.57,655.06,0.86,-1,-1,-1
94,2,1379.97,174.04,236.97,480.28,0.89,-1,-1,-1
94,3,1275.82,136.71,173.99,400.49,0.78,-1,-1,-1
95,1,1054.90,232.84,367.49,651.03,0.86,-1,-1,-1
95,2,1387.72,176.55,234.09,476.65,0.90,-1,-1,-1
95,3,1279.77,138.38,175.07,404.26,0.80,-1,-1,-1
96,1,1050.34,227.93,363.74,657.81,0.87,-1,-1,-1
96,2,1396.44,179.34,229.25,468.56,0.90,-1,-1,-1
96,3,1288.67,143.35,172.08,400.98,0.81,-1,-1,-1
97,1,1041.05,222.48,359.40,661.33,0.86,-1,-1,-1
97,2,1401.01,179.73,229.16,469.52,0.90,-1,-1,-1
97,3,1295.36,144.74,174.61,409.60,0.81,-1,-1,-1
98,1,1029.39,216.23,357.17,667.43,0.87,-1,-1,-1
98,2,1405.31,180.40,231.81,476.58,0.90,-1,-1,-1
98,3,1302.69,146.30,176.13,415.21,0.81,-1,-1,-1
99,1,1015.97,212.04,351.66,664.58,0.88,-1,-1,-1
99,2,1411.29,185.70,231.90,477.30,0.91,-1,-1,-1
99,3,1309.97,148.14,176.72,417.76,0.84,-1,-1,-1
100,1,1004.38,209.96,344.52,658.13,0.89,-1,-1,-1
100,2,1412.39,191.89,236.21,488.17,0.91,-1,-1,-1
100,3,1312.49,148.48,178.26,417.52,0.84,-1,-1,-1
101,1,994.34,215.46,336.35,645.92,0.89,-1,-1,-1
101,2,1415.30,196.05,241.80,499.90,0.91,-1,-1,-1
101,3,1311.52,150.30,179.97,415.33,0.86,-1,-1,-1
102,1,983.57,215.42,331.61,639.66,0.88,-1,-1,-1
102,2,1415.95,196.69,247.99,512.68,0.91,-1,-1,-1
102,3,1310.68,147.12,185.85,417.67,0.84,-1,-1,-1
103,1,964.46,212.66,332.52,642.82,0.87,-1,-1,-1
103,2,1416.55,198.44,252.79,522.23,0.91,-1,-1,-1
103,3,1304.65,145.72,193.34,418.09,0.85,-1,-1,-1
104,1,949.82,212.42,332.24,642.71,0.87,-1,-1,-1
104,2,1418.50,200.03,257.76,528.78,0.92,-1,-1,-1
104,3,1305.52,149.10,196.57,415.42,0.90,-1,-1,-1
105,1,932.36,214.16,332.27,640.94,0.88,-1,-1,-1
105,2,1422.25,201.57,260.28,529.24,0.93,-1,-1,-1
105,3,1308.26,152.48,198.58,412.25,0.91,-1,-1,-1
106,1,922.18,222.08,327.54,630.73,0.88,-1,-1,-1
106,2,1426.01,202.80,262.03,526.46,0.92,-1,-1,-1
106,3,1317.47,155.25,199.17,409.49,0.88,-1,-1,-1
107,1,911.41,220.38,326.55,631.06,0.88,-1,-1,-1
107,2,1429.96,209.60,263.14,519.39,0.92,-1,-1,-1
107,3,1319.28,156.46,202.44,409.70,0.88,-1,-1,-1
108,1,902.49,216.81,325.13,633.60,0.86,-1,-1,-1
108,2,1431.56,211.22,267.68,518.00,0.91,-1,-1,-1
108,3,1327.68,151.94,207.91,417.05,0.85,-1,-1,-1
109,1,893.09,216.66,327.08,644.60,0.85,-1,-1,-1
109,2,1438.69,209.69,271.21,516.50,0.91,-1,-1,-1
109,3,1333.97,143.42,216.23,434.17,0.86,-1,-1,-1
110,1,889.51,216.04,324.05,647.01,0.84,-1,-1,-1
110,2,1446.89,215.61,271.73,508.66,0.91,-1,-1,-1
110,3,1340.80,146.52,220.58,441.77,0.87,-1,-1,-1
111,1,887.50,211.74,319.30,645.57,0.84,-1,-1,-1
111,2,1452.15,219.83,274.26,505.61,0.91,-1,-1,-1
111,3,1344.28,152.00,224.82,449.61,0.88,-1,-1,-1
112,1,885.08,207.49,313.48,642.96,0.84,-1,-1,-1
112,2,1456.25,222.78,277.59,502.66,0.90,-1,-1,-1
112,3,1346.07,156.99,225.14,450.78,0.89,-1,-1,-1
113,1,880.11,204.46,306.12,638.14,0.80,-1,-1,-1
113,2,1462.69,227.77,280.39,499.33,0.90,-1,-1,-1
113,3,1349.14,161.65,224.70,451.82,0.89,-1,-1,-1
114,1,874.23,200.72,297.71,634.27,0.79,-1,-1,-1
114,2,1468.48,233.07,283.69,498.08,0.90,-1,-1,-1
114,3,1350.13,162.73,225.65,455.66,0.90,-1,-1,-1
115,1,862.51,197.03,291.37,632.84,0.79,-1,-1,-1
115,2,1468.85,235.82,290.44,503.22,0.89,-1,-1,-1
115,3,1353.52,166.29,225.45,457.02,0.90,-1,-1,-1
116,1,852.54,196.44,280.58,619.84,0.80,-1,-1,-1
116,2,1473.94,240.85,293.19,501.05,0.90,-1,-1,-1
116,3,1358.05,167.59,225.53,457.42,0.87,-1,-1,-1
117,1,833.38,193.94,271.48,603.12,0.78,-1,-1,-1
117,2,1474.23,241.89,304.11,516.83,0.90,-1,-1,-1
117,3,1360.23,165.26,227.81,460.23,0.87,-1,-1,-1
118,1,812.25,188.47,279.15,626.07,0.77,-1,-1,-1
118,2,1472.52,245.96,313.81,531.41,0.90,-1,-1,-1
118,3,1363.12,167.74,226.55,457.20,0.87,-1,-1,-1
119,1,792.16,188.42,283.96,641.00,0.77,-1,-1,-1
119,2,1467.51,247.85,324.69,548.35,0.90,-1,-1,-1
119,3,1364.00,169.01,227.32,457.90,0.87,-1,-1,-1
120,1,772.57,186.60,284.14,641.93,0.79,-1,-1,-1
120,2,1467.24,247.03,332.12,561.37,0.90,-1,-1,-1
120,3,1365.99,169.14,229.83,461.31,0.86,-1,-1,-1
121,1,759.31,188.77,281.90,638.89,0.79,-1,-1,-1
121,2,1464.18,248.48,335.95,567.27,0.91,-1,-1,-1
121,3,1369.63,169.88,230.58,461.51,0.87,-1,-1,-1
122,1,752.06,190.69,277.23,630.22,0.78,-1,-1,-1
122,2,1464.17,252.69,335.86,566.46,0.90,-1,-1,-1
122,3,1371.70,169.97,231.52,461.94,0.88,-1,-1,-1
123,1,740.44,189.87,279.67,636.80,0.76,-1,-1,-1
123,2,1464.63,257.11,335.72,565.93,0.91,-1,-1,-1
123,3,1373.05,170.40,232.80,462.18,0.88,-1,-1,-1
124,1,736.01,189.45,281.92,635.89,0.75,-1,-1,-1
124,2,1465.25,262.19,335.67,565.56,0.91,-1,-1,-1
124,3,1377.08,173.37,230.66,455.55,0.88,-1,-1,-1
125,1,720.85,189.78,280.58,630.69,0.76,-1,-1,-1
125,2,1471.03,269.41,332.45,561.32,0.91,-1,-1,-1
125,3,1381.28,175.71,228.91,450.24,0.88,-1,-1,-1
126,1,715.94,189.36,279.15,619.89,0.76,-1,-1,-1
126,2,1473.62,272.76,330.19,557.07,0.90,-1,-1,-1
126,3,1383.24,175.14,230.75,451.69,0.89,-1,-1,-1
127,1,710.64,186.13,280.06,621.03,0.73,-1,-1,-1
127,2,1477.70,277.12,327.58,552.42,0.91,-1,-1,-1
127,3,1383.82,175.99,235.03,457.59,0.90,-1,-1,-1
128,1,700.88,185.71,285.59,637.54,0.68,-1,-1,-1
128,2,1481.33,280.98,323.35,544.12,0.91,-1,-1,-1
128,3,1385.73,175.83,240.03,465.20,0.91,-1,-1,-1
129,1,692.25,183.54,282.84,637.32,0.67,-1,-1,-1
129,2,1485.01,280.66,322.79,541.67,0.91,-1,-1,-1
129,3,1387.28,177.62,243.54,470.82,0.91,-1,-1,-1
130,1,687.24,178.65,283.17,651.26,0.63,-1,-1,-1
130,2,1488.31,284.53,323.21,540.74,0.91,-1,-1,-1
130,3,1388.75,180.89,247.53,477.85,0.91,-1,-1,-1
131,1,701.07,175.40,265.85,613.48,0.67,-1,-1,-1
131,2,1488.41,285.13,331.90,555.54,0.91,-1,-1,-1
131,3,1390.08,186.17,248.43,478.72,0.91,-1,-1,-1
132,1,690.65,170.20,267.19,629.25,0.52,-1,-1,-1
132,2,1486.68,287.88,343.16,575.59,0.91,-1,-1,-1
132,3,1396.71,191.05,251.42,479.53,0.90,-1,-1,-1
133,1,669.83,163.98,262.07,635.79,0.63,-1,-1,-1
133,2,1482.23,290.71,353.67,594.58,0.92,-1,-1,-1
133,3,1399.69,197.52,252.56,476.84,0.90,-1,-1,-1
134,1,641.25,160.38,276.99,690.44,0.67,-1,-1,-1
134,2,1479.19,293.14,361.89,610.12,0.92,-1,-1,-1
134,3,1404.01,202.97,252.18,470.31,0.88,-1,-1,-1
135,1,629.52,157.51,271.91,696.98,0.77,-1,-1,-1
135,2,1478.82,298.15,365.55,617.55,0.91,-1,-1,-1
135,3,1404.14,205.66,252.37,465.86,0.89,-1,-1,-1
136,1,613.95,156.36,265.62,693.66,0.79,-1,-1,-1
136,2,1480.55,304.31,366.46,619.90,0.91,-1,-1,-1
136,3,1404.30,202.00,256.67,469.31,0.88,-1,-1,-1
137,1,594.44,152.39,264.96,696.31,0.82,-1,-1,-1
137,2,1481.55,308.46,367.10,621.58,0.91,-1,-1,-1
137,3,1405.45,198.20,261.71,474.11,0.90,-1,-1,-1
138,1,572.77,152.42,266.77,698.58,0.84,-1,-1,-1
138,2,1484.15,311.23,366.80,620.70,0.91,-1,-1,-1
138,3,1409.01,199.33,265.31,476.77,0.91,-1,-1,-1
139,1,551.88,152.38,270.98,701.73,0.86,-1,-1,-1
139,2,1488.41,314.19,364.02,614.05,0.91,-1,-1,-1
139,3,1413.25,202.77,267.67,477.89,0.91,-1,-1,-1
140,1,529.38,147.95,277.67,709.00,0.87,-1,-1,-1
140,2,1491.55,317.96,362.08,607.94,0.91,-1,-1,-1
140,3,1418.59,205.19,269.02,477.68,0.90,-1,-1,-1
141,1,511.94,153.74,276.87,690.26,0.88,-1,-1,-1
141,2,1493.08,322.05,360.46,601.53,0.91,-1,-1,-1
141,3,1422.13,206.34,272.07,479.90,0.91,-1,-1,-1
142,1,492.66,153.59,281.34,681.75,0.86,-1,-1,-1
142,2,1495.30,326.98,359.90,596.66,0.91,-1,-1,-1
142,3,1425.08,207.73,273.21,479.09,0.91,-1,-1,-1
143,1,471.39,154.18,288.69,676.72,0.87,-1,-1,-1
143,2,1497.97,331.06,361.73,594.77,0.91,-1,-1,-1
143,3,1429.20,210.98,273.19,476.83,0.91,-1,-1,-1
144,1,450.24,156.96,298.36,672.28,0.86,-1,-1,-1
144,2,1494.31,330.69,365.69,596.37,0.91,-1,-1,-1
144,3,1431.82,211.27,275.43,478.88,0.90,-1,-1,-1
145,1,425.78,156.43,311.65,676.92,0.85,-1,-1,-1
145,2,1495.52,332.17,368.29,594.60,0.91,-1,-1,-1
145,3,1435.61,212.78,277.40,480.80,0.90,-1,-1,-1
146,1,406.57,158.45,321.84,677.63,0.86,-1,-1,-1
146,2,1497.01,339.81,367.05,586.70,0.91,-1,-1,-1
146,3,1436.19,216.21,279.55,482.08,0.88,-1,-1,-1
147,1,390.14,163.79,330.59,673.32,0.84,-1,-1,-1
147,2,1496.47,342.27,369.21,584.00,0.89,-1,-1,-1
147,3,1435.41,216.43,283.24,486.18,0.87,-1,-1,-1
148,1,373.09,162.44,339.63,668.58,0.83,-1,-1,-1
148,2,1493.74,340.70,374.94,587.72,0.90,-1,-1,-1
148,3,1434.45,218.93,286.86,490.48,0.88,-1,-1,-1
149,1,355.25,162.22,349.71,665.03,0.82,-1,-1,-1
149,2,1485.50,342.93,379.07,586.79,0.90,-1,-1,-1
149,3,1433.38,221.57,289.39,493.22,0.87,-1,-1,-1
150,1,345.37,159.34,361.63,666.22,0.84,-1,-1,-1
150,2,1480.19,347.63,383.13,586.00,0.90,-1,-1,-1
150,3,1432.27,222.21,293.84,500.63,0.86,-1,-1,-1
151,1,341.24,158.85,369.48,661.40,0.84,-1,-1,-1
151,2,1468.36,350.90,389.58,587.04,0.90,-1,-1,-1
151,3,1433.03,225.16,292.99,498.58,0.86,-1,-1,-1
152,1,333.36,159.27,379.99,659.61,0.84,-1,-1,-1
152,2,1453.82,352.61,396.91,589.79,0.90,-1,-1,-1
152,3,1436.49,228.70,291.93,496.67,0.88,-1,-1,-1
153,1,315.20,160.32,388.58,657.51,0.86,-1,-1,-1
153,2,1440.76,355.63,403.78,591.86,0.92,-1,-1,-1
153,3,1435.17,229.68,296.62,507.00,0.89,-1,-1,-1
154,1,298.08,157.48,399.72,660.00,0.86,-1,-1,-1
154,2,1434.83,358.57,407.91,591.31,0.91,-1,-1,-1
154,3,1435.21,230.86,299.47,514.90,0.89,-1,-1,-1
155,1,277.64,156.57,410.00,662.01,0.86,-1,-1,-1
155,2,1425.02,363.68,408.99,585.23,0.92,-1,-1,-1
155,3,1433.28,231.39,301.98,520.30,0.88,-1,-1,-1
156,1,258.09,154.63,420.24,665.58,0.85,-1,-1,-1
156,2,1420.99,367.99,409.09,579.23,0.92,-1,-1,-1
156,3,1433.26,232.10,302.49,522.84,0.89,-1,-1,-1
157,1,242.49,152.74,428.37,667.53,0.85,-1,-1,-1
157,2,1416.29,365.21,416.98,586.01,0.92,-1,-1,-1
157,3,1435.28,230.71,301.97,522.38,0.89,-1,-1,-1
158,1,230.00,149.42,436.33,671.49,0.85,-1,-1,-1
158,2,1413.18,361.00,422.85,592.80,0.91,-1,-1,-1
158,3,1437.90,232.75,300.26,521.50,0.89,-1,-1,-1
159,1,219.73,147.02,440.33,672.98,0.86,-1,-1,-1
159,2,1411.48,360.19,424.02,592.74,0.92,-1,-1,-1
159,3,1442.22,230.84,298.68,519.89,0.89,-1,-1,-1
160,1,207.83,143.37,445.43,678.06,0.84,-1,-1,-1
160,2,1411.42,363.47,422.95,589.62,0.90,-1,-1,-1
160,3,1446.96,231.39,296.42,517.29,0.89,-1,-1,-1
161,1,200.60,141.75,446.11,678.20,0.84,-1,-1,-1
161,2,1408.65,363.48,423.54,590.18,0.91,-1,-1,-1
161,3,1451.03,231.11,294.38,514.03,0.89,-1,-1,-1
162,1,195.97,144.55,441.55,669.86,0.82,-1,-1,-1
162,2,1408.25,364.44,424.44,592.30,0.90,-1,-1,-1
162,3,1453.82,232.00,292.09,510.24,0.88,-1,-1,-1
163,1,187.96,145.09,440.93,666.66,0.83,-1,-1,-1
163,2,1405.58,365.63,424.71,593.38,0.91,-1,-1,-1
163,3,1455.52,232.75,289.78,505.99,0.87,-1,-1,-1
164,1,184.53,144.30,442.68,668.55,0.84,-1,-1,-1
164,2,1405.21,363.53,430.16,603.88,0.90,-1,-1,-1
164,3,1456.38,231.67,290.65,507.47,0.88,-1,-1,-1
165,1,179.40,144.03,443.51,669.26,0.83,-1,-1,-1
165,2,1403.76,366.48,432.06,609.85,0.88,-1,-1,-1
165,3,1459.99,232.26,288.96,503.18,0.87,-1,-1,-1
166,1,174.44,142.05,443.75,668.80,0.84,-1,-1,-1
166,2,1396.89,362.62,444.96,635.66,0.89,-1,-1,-1
166,3,1462.04,235.11,290.31,502.73,0.86,-1,-1,-1
167,1,170.78,139.87,443.31,665.99,0.84,-1,-1,-1
167,2,1393.85,359.98,454.25,657.99,0.88,-1,-1,-1
167,3,1461.58,235.57,291.96,503.16,0.85,-1,-1,-1
168,1,175.53,136.73,442.92,666.69,0.85,-1,-1,-1
168,2,1393.67,357.50,458.83,675.38,0.87,-1,-1,-1
168,3,1461.88,236.59,296.17,508.04,0.82,-1,-1,-1
169,1,176.17,137.35,442.89,666.97,0.84,-1,-1,-1
169,2,1390.39,356.52,461.95,690.54,0.88,-1,-1,-1
169,3,1459.97,236.65,298.16,509.88,0.83,-1,-1,-1
170,1,175.45,138.22,443.38,667.67,0.84,-1,-1,-1
170,2,1391.69,367.47,454.63,688.85,0.87,-1,-1,-1
170,3,1458.18,235.18,299.73,510.57,0.85,-1,-1,-1
171,1,173.29,138.59,445.71,671.46,0.85,-1,-1,-1
171,2,1389.10,371.89,449.94,690.01,0.88,-1,-1,-1
171,3,1456.73,235.91,298.22,507.44,0.88,-1,-1,-1
172,1,173.08,138.47,446.98,673.18,0.85,-1,-1,-1
172,2,1388.21,376.00,444.54,689.48,0.89,-1,-1,-1
172,3,1456.72,235.58,297.64,506.24,0.87,-1,-1,-1
173,1,171.17,136.54,447.36,672.79,0.85,-1,-1,-1
173,2,1388.21,379.27,437.25,685.55,0.89,-1,-1,-1
173,3,1457.26,237.94,297.46,505.05,0.87,-1,-1,-1
174,1,173.00,135.84,447.06,670.87,0.87,-1,-1,-1
174,2,1387.57,378.85,433.54,686.59,0.89,-1,-1,-1
174,3,1457.95,241.01,295.15,500.64,0.88,-1,-1,-1
175,1,166.96,131.79,452.47,677.17,0.86,-1,-1,-1
175,2,1385.49,376.59,431.30,690.02,0.88,-1,-1,-1
175,3,1457.96,242.73,293.55,497.22,0.87,-1,-1,-1
176,1,169.86,133.07,454.32,677.05,0.86,-1,-1,-1
176,2,1383.35,373.05,428.60,693.19,0.88,-1,-1,-1
176,3,1459.62,244.37,291.97,492.87,0.87,-1,-1,-1
177,1,162.71,130.09,458.87,680.48,0.86,-1,-1,-1
177,2,1384.21,373.70,422.06,688.70,0.87,-1,-1,-1
177,3,1460.81,245.24,292.54,491.87,0.89,-1,-1,-1
178,1,161.06,129.58,462.63,683.51,0.86,-1,-1,-1
178,2,1387.89,379.49,414.20,681.84,0.87,-1,-1,-1
178,3,1463.64,247.29,295.02,492.72,0.90,-1,-1,-1
179,1,160.46,128.85,466.10,686.37,0.85,-1,-1,-1
179,2,1390.14,379.00,412.04,684.10,0.87,-1,-1,-1
179,3,1463.42,248.46,298.47,495.59,0.89,-1,-1,-1
180,1,160.57,127.00,466.33,684.63,0.85,-1,-1,-1
180,2,1390.72,381.27,410.73,687.66,0.86,-1,-1,-1
180,3,1462.60,248.86,301.15,497.88,0.89,-1,-1,-1
181,1,156.25,122.67,471.04,688.46,0.85,-1,-1,-1
